0.0996587573220059,14.4,0.183,58.9,62498
0.168881552486929,9.3,0.091,71.7,62018
0.172557714881962,11.4,0.053,74.4,59088
0.161311921920218,19.4,0.029,54.6,56791
0.178008711550871,10.1,0.226,61.4,54608
0.242803504380476,15.6,0.008,56.8,51814
0.319175455417066,16.6,0.007,63.4,51044
0.290751909339091,11.5,0.1,58.6,50532
0.546385764075827,15.7,0.027,47.6,50349
0.904109589041096,20.6,0.006,32.1,50042
0.203245162870438,13.7,0.188,57.1,49038
0.50382562849611,15.4,0.036,50,48814
0.378905574011831,14.4,0.122,44.8,48721
0.0944250537237028,14.4,0.058,52.4,48486
0.305954194301951,12.2,0.186,60,48172
0.321376675666964,15.6,0.161,45.4,47984
0.419062684361001,14.1,0.099,51.1,47803
0.295440349781387,13.4,0.081,44,47331
0.386281308074224,7.9,0.078,57.9,46565
0.189261899652687,14.7,0.03,44.4,45732
0.0412206713478335,11.3,0.49,52.4,45290
0.601148600143575,19.4,0.177,38,45039
0.333083646141075,15.7,0.069,49.2,44692
0.311709127720601,15.4,0.054,51.9,44345
0.547666167353678,9.9,0.014,55.8,43634
0.321944809461235,12.2,0.012,48.7,43444
0.425090828591148,16,0.068,45.9,43347
0.281705430599593,14,0.055,50.7,42861
0.530718454830901,15.6,0.077,41.4,42749
0.355635027069985,9.8,0.007,48.7,42462
0.459400415909974,16.4,0.126,41.5,42400
0.52760736196319,26.5,0.004,39.3,42255
0.433480724730626,14.5,0.064,48.5,42210
0.570716534252736,17.5,0.015,44.9,42041
0.438539407086045,17.9,0.009,39.8,41716
0.208529799073956,12.2,0.029,46.5,41513
0.376157047315837,16.4,0.094,45.5,41472
0.651002865329513,11.6,0.045,52.8,41292
0.238923683600093,10.4,0.007,53.5,40827
0.471348774795319,13.4,0.166,37.1,40415
0.571244285520301,14.8,0.032,38.4,40309
0.3766253363849,19.3,0.041,44.7,40293
0.556038401214773,11.5,0.035,50.5,40189
0.43943575937196,17.7,0.054,39.1,39992
0.217145372920974,12.2,0.067,46.6,39911
0.595571597888159,14.9,0.082,33.2,39600
0.568241879841177,10.4,0.041,55.1,39521
0.360576710450666,8.1,0.01,47,39497
0.498022790556193,22.8,0.136,45.8,39133
0.360860232473371,18.8,0.011,43.7,38893
0.478661533567111,12.7,0.05,51.7,38827
0.572746279670397,18.1,0.051,31.3,38748
0.800782185330034,9.4,0.024,19.9,38738
0.398022420319232,13.5,0.052,46.3,38570
0.715350014056789,18.3,0.012,37.2,38444
0.505276388927684,15.2,0.009,37.2,38399
0.568074577051444,13,0.132,30,38260
0.254389718538748,14.2,0.096,39,38219
0.658100921528031,17.3,0.069,33.2,38108
0.437604924454393,13.2,0.018,29.1,38022
0.539106294378303,26.6,0.132,33.3,38022
0.369951017460674,12.2,0.075,41.9,38018
0.219345347554248,12.2,0.011,58.3,38011
0.831081081081081,17.8,0.006,21.6,37972
0.629379907933929,14.8,0.022,32.4,37949
0.562046866454445,9.7,0.096,49.3,37839
0.25035414108981,29.4,0.006,45.1,37719
0.547816983804421,18.4,0.018,33.4,37667
0.615903906140882,16.5,0.014,40.2,37577
0.285095830781216,12.5,0.126,45.8,37485
0.613018932659618,12.6,0.015,41,37482
0.478360753359878,16.7,0.041,35.8,37466
0.301446240058868,13.8,0.212,38.8,37465
0.527331131356394,10,0.016,44.5,37457
0.382196989984468,12.2,0.014,47.5,37442
0.373237880900769,8.3,0.215,38.1,37401
0.33337472406181,11,0.438,26.7,37277
0.342608757615705,16.5,0.099,52.2,37239
0.421976309226933,17.9,0.014,43.5,37023
0.524840184107908,15.2,0.083,32.9,36945
0.491223186792157,12.9,0.094,38.2,36917
0.649840166578685,18.2,0.057,41.4,36836
0.407917410302172,15.6,0.175,34.6,36835
0.271069054185813,10.4,0.443,48.2,36757
0.451047653717718,12.8,0.043,40.5,36706
0.517827084927314,9.1,0.18,36.2,36574
0.56975697569757,23.8,0.046,32.4,36505
0.435921327392933,15.1,0.145,43.1,36458
0.617559602357702,29.4,0.072,31.7,36439
0.552609946568023,14.6,0.134,42,36373
0.575551782682513,25.7,0.005,42.2,36365
0.724515585509688,23.1,0.007,21.8,36303
0.952727272727273,18.6,0.005,33.2,36172
0.669791006966434,15.5,0.011,32.2,36167
0.654967659845191,15.3,0.036,32.7,36153
0.405843201398991,27.8,0.025,39.1,36142
0.420745713648802,14.7,0.013,40.7,36087
0.735292242972784,13.9,0.008,29.6,36077
0.595297659899489,12,0.145,29.5,36017
0.793344193623458,12.6,0.013,23.3,35944
0.512746896350055,11.2,0.018,43.6,35844
0.785664125200642,19.1,0.011,39.7,35827
0.148711258245746,12.5,0.121,41.8,35763
0.311479996269701,15.8,0.003,44.7,35524
0.537007662320204,9.3,0.036,38,35467
0.597799137042761,14.6,0.134,32.7,35425
0.580157981022405,16.2,0.22,42.6,35344
0.434276672420581,16.2,0.1,33.5,35220
0.490810748494077,15.9,0.018,37.1,35176
0.359985643643324,15.6,0.063,36.6,35167
